"(PDH-CSV 4.0) (Coordinated Universal Time)(0)","\\DatabaseVM\Processor(_Total)\% Processor Time","\\DatabaseVM\Memory\Available MBytes"
"10/28/2025 00:44:23.036","60.660603081710171125","8230"
"10/28/2025 00:44:24.055","35.590231975276076071","8230"
"10/28/2025 00:44:25.069","35.699732841071188716","8231"
"10/28/2025 00:44:26.074","31.19270693127145222","8238"
"10/28/2025 00:44:27.085","29.705324721231406215","8238"
"10/28/2025 00:44:28.111","27.277601702075237711","8239"
"10/28/2025 00:44:29.115","39.67709893166671975","8244"
"10/28/2025 00:44:30.116","28.228014331030671258","8239"
"10/28/2025 00:44:31.126","29.592016716384094366","8239"
"10/28/2025 00:44:32.173","55.203512235772400629","8133"
"10/28/2025 00:44:33.240","68.902334971676609143","8117"
"10/28/2025 00:44:34.243","35.311115190234573902","8117"
"10/28/2025 00:44:35.255","37.49774683235494166","8118"
"10/28/2025 00:44:36.261","72.812431704828455281","8129"
"10/28/2025 00:44:37.279","81.97300002287816767","8130"
"10/28/2025 00:44:38.289","87.624693587413233331","8139"
"10/28/2025 00:44:39.313","58.391767890473069258","8127"
"10/28/2025 00:44:40.337","32.846900701322546468","8124"
"10/28/2025 00:44:41.380","54.703937901761804596","8216"
"10/28/2025 00:44:42.502","73.181251060490140503","8215"
"10/28/2025 00:44:43.512","31.579516118992767559","8215"
"10/28/2025 00:44:44.522","30.383422120769722596","8215"
"10/28/2025 00:44:45.533","38.162067820875790858","8216"
"10/28/2025 00:44:46.542","29.534150049156981055","8216"
"10/28/2025 00:44:47.551","32.305210061265533739","8218"
"10/28/2025 00:44:48.569","30.9313978964442029","8218"
"10/28/2025 00:44:49.572","29.879832607141864287","8218"
"10/28/2025 00:44:50.592","30.70670446169284773","8218"
"10/28/2025 00:44:51.598","30.103850394355934128","8218"
"10/28/2025 00:44:52.617","56.671550128614192943","8215"
"10/28/2025 00:44:53.620","36.083950843432447186","8215"
"10/28/2025 00:44:54.622","34.15362809897158769","8214"
"10/28/2025 00:44:55.629","32.495793696518674665","8218"
"10/28/2025 00:44:56.646","33.140548588100529059","8218"
"10/28/2025 00:44:57.656","45.110232753888702462","8218"
"10/28/2025 00:44:58.677","56.373459741269449808","8219"
"10/28/2025 00:44:59.692","30.712620635178410566","8219"
"10/28/2025 00:45:00.699","32.906130006676818311","8219"
"10/28/2025 00:45:01.713","32.238965522101480587","8219"
"10/28/2025 00:45:02.730","60.432253437313491418","8214"
"10/28/2025 00:45:03.739","31.880365473976912227","8212"
"10/28/2025 00:45:04.755","35.359666204703742665","8212"
"10/28/2025 00:45:05.759","41.259830506634763481","8220"
"10/28/2025 00:45:06.767","29.484092603163382762","8220"
"10/28/2025 00:45:07.783","31.191198693455191915","8220"
"10/28/2025 00:45:08.799","30.005699474366497981","8220"
"10/28/2025 00:45:09.810","28.907936891019204495","8220"
"10/28/2025 00:45:10.820","30.784392218679045072","8220"
"10/28/2025 00:45:11.825","31.601833329536198391","8221"
"10/28/2025 00:45:12.835","57.4257641564443162","8208"
"10/28/2025 00:45:13.844","29.975699573197513104","8206"
"10/28/2025 00:45:14.864","37.190844143289488954","8205"
"10/28/2025 00:45:15.880","31.918107887857505744","8218"
"10/28/2025 00:45:16.898","31.697934462040777248","8218"
"10/28/2025 00:45:17.912","30.633013644221087191","8218"
"10/28/2025 00:45:18.926","33.404578675236741958","8218"
"10/28/2025 00:45:19.931","29.627153841590647687","8218"
"10/28/2025 00:45:20.942","31.641243781871708052","8219"
"10/28/2025 00:45:21.954","32.422054062261850049","8219"
"10/28/2025 00:45:22.963","60.886636058550195116","8209"
"10/28/2025 00:45:23.983","32.627999940418646929","8208"
"10/28/2025 00:45:24.986","36.87706232768217518","8207"
"10/28/2025 00:45:26.001","30.830117292446079347","8218"
"10/28/2025 00:45:27.009","27.870382761382593628","8218"
"10/28/2025 00:45:28.022","30.178322817092460895","8218"
"10/28/2025 00:45:29.035","36.392386918409656005","8239"
"10/28/2025 00:45:30.045","35.80056833606557376","8238"
"10/28/2025 00:45:31.054","49.258247538911660968","8247"
"10/28/2025 00:45:32.082","55.565613912824353804","8195"
"10/28/2025 00:45:33.361","75.259722859591590804","8126"
"10/28/2025 00:45:34.379","40.127570645782185466","8129"
"10/28/2025 00:45:35.388","35.36685688717840037","8128"
"10/28/2025 00:45:36.406","50.080760420974570479","8136"
"10/28/2025 00:45:37.411","32.020283122815698107","8136"
"10/28/2025 00:45:38.415","70.452307860129010919","8134"
"10/28/2025 00:45:39.442","74.103018751998035896","8129"
"10/28/2025 00:45:40.503","75.69885727013368637","8142"
"10/28/2025 00:45:41.652","84.020463549281075188","8229"
"10/28/2025 00:45:42.671","64.352816072108964818","8227"
"10/28/2025 00:45:43.691","38.376943938572352977","8225"
"10/28/2025 00:45:44.704","36.759387646271527217","8224"
"10/28/2025 00:45:45.716","33.970374440118156656","8228"
"10/28/2025 00:45:46.733","28.596243296338919038","8229"
"10/28/2025 00:45:47.750","29.331981488961133664","8229"
"10/28/2025 00:45:48.755","30.00989541873268962","8229"
"10/28/2025 00:45:49.771","31.545511718866915629","8229"
"10/28/2025 00:45:50.779","30.649368090104999851","8229"
"10/28/2025 00:45:51.791","28.202030111840048932","8229"
"10/28/2025 00:45:52.810","63.204216109979164173","8228"
"10/28/2025 00:45:53.825","32.672345511845577448","8226"
"10/28/2025 00:45:54.827","37.980628713548028941","8224"
"10/28/2025 00:45:55.845","32.843952211095917448","8229"
"10/28/2025 00:45:56.858","31.381709493361775287","8229"
"10/28/2025 00:45:57.873","54.578152676532390331","8229"
"10/28/2025 00:45:58.880","43.377884420542486055","8229"
"10/28/2025 00:45:59.890","28.405071292135275485","8229"
"10/28/2025 00:46:00.901","27.756185022903899551","8229"
"10/28/2025 00:46:01.912","34.722747118246665821","8229"
"10/28/2025 00:46:02.929","70.810923906647261106","8220"
"10/28/2025 00:46:03.943","35.661041716329663132","8220"
"10/28/2025 00:46:04.956","40.597490620760353863","8212"
"10/28/2025 00:46:05.970","33.735079975532642038","8224"
"10/28/2025 00:46:06.987","27.796053876753379797","8224"
"10/28/2025 00:46:07.995","28.331440766970374057","8225"
"10/28/2025 00:46:09.001","30.502889390335209185","8230"
"10/28/2025 00:46:10.017","34.617637792174548395","8229"
"10/28/2025 00:46:11.023","61.181428141842289392","8228"
"10/28/2025 00:46:12.041","56.251734580348220049","8229"
"10/28/2025 00:46:13.049","88.379966829794170735","8199"
"10/28/2025 00:46:14.059","48.921651236588871825","8200"
"10/28/2025 00:46:15.077","64.30403834177484157","8198"
"10/28/2025 00:46:16.086","45.845510150890866896","8200"
"10/28/2025 00:46:17.105","44.396163573622594356","8200"
"10/28/2025 00:46:18.128","50.345888402442241727","8230"
"10/28/2025 00:46:19.132","35.798661230520025356","8228"
"10/28/2025 00:46:20.139","43.784654708663495626","8211"
"10/28/2025 00:46:21.152","34.851470863396535549","8216"
"10/28/2025 00:46:22.158","35.126385681861741261","8211"
"10/28/2025 00:46:23.176","52.795210952300806184","8208"
"10/28/2025 00:46:24.193","31.24401830598720764","8216"
"10/28/2025 00:46:25.213","34.524802339965454223","8230"
"10/28/2025 00:46:26.223","29.182153408549417861","8230"
"10/28/2025 00:46:27.234","30.48700372663807201","8230"
"10/28/2025 00:46:28.238","30.772437471300897016","8232"
"10/28/2025 00:46:29.254","33.855310713416564283","8252"
"10/28/2025 00:46:30.273","27.138513765574867165","8252"
"10/28/2025 00:46:31.293","27.254399335379041247","8252"
"10/28/2025 00:46:32.302","62.072334454811574744","8174"
"10/28/2025 00:46:33.337","71.682604549920526438","8129"
"10/28/2025 00:46:34.355","30.913216978335466223","8130"
"10/28/2025 00:46:35.360","35.538666858859812692","8130"
"10/28/2025 00:46:36.379","55.48359576029942275","8142"
"10/28/2025 00:46:37.397","29.820243599581218064","8141"
"10/28/2025 00:46:38.407","28.851286071779281173","8142"
"10/28/2025 00:46:39.411","42.031099140811633674","8142"
"10/28/2025 00:46:40.423","73.770178077408615991","8142"
"10/28/2025 00:46:41.589","80.217842718988606521","8235"
"10/28/2025 00:46:42.606","85.395809833397862576","8224"
"10/28/2025 00:46:43.618","76.474536846205154461","8224"
"10/28/2025 00:46:44.631","41.379996337175349197","8215"
"10/28/2025 00:46:45.647","39.212885474638589756","8229"
"10/28/2025 00:46:46.651","29.212610741969825767","8228"
"10/28/2025 00:46:47.671","33.351170092373628506","8228"
"10/28/2025 00:46:48.673","29.44531295061450038","8228"
"10/28/2025 00:46:49.684","28.519865201302884827","8228"
"10/28/2025 00:46:50.691","30.95802973070739128","8228"
"10/28/2025 00:46:51.703","30.94219506688413901","8228"
"10/28/2025 00:46:52.721","61.239348420788395799","8217"
"10/28/2025 00:46:53.727","31.2610013474273849","8215"
"10/28/2025 00:46:54.744","36.240787823206041196","8214"
"10/28/2025 00:46:55.754","35.023729581485483209","8225"
"10/28/2025 00:46:56.764","29.58478509387837363","8225"
"10/28/2025 00:46:57.773","52.759532252829941967","8225"
"10/28/2025 00:46:58.793","49.455977222179903663","8226"
"10/28/2025 00:46:59.811","32.070191661706736852","8232"
"10/28/2025 00:47:00.816","30.883607323760585928","8232"
"10/28/2025 00:47:01.827","30.772810996215184787","8232"
"10/28/2025 00:47:02.831","61.876250645707386866","8231"
"10/28/2025 00:47:03.841","33.875519999778255453","8228"
"10/28/2025 00:47:04.849","39.588443015110449608","8227"
"10/28/2025 00:47:05.871","32.687927229725879386","8232"
"10/28/2025 00:47:06.880","29.189519183831315274","8232"
"10/28/2025 00:47:07.895","29.135108168170887666","8232"
"10/28/2025 00:47:08.912","28.181143446325616964","8232"
"10/28/2025 00:47:09.927","29.234002257029189309","8232"
"10/28/2025 00:47:10.940","32.104968188091454806","8232"
"10/28/2025 00:47:11.953","36.010566527350007959","8232"
"10/28/2025 00:47:12.972","57.05010922034511367","8230"
"10/28/2025 00:47:13.988","31.953821131682246914","8228"
"10/28/2025 00:47:14.996","36.041423298486783722","8226"
"10/28/2025 00:47:16.008","34.408339392253658673","8231"
"10/28/2025 00:47:17.015","27.835436040084495346","8231"
"10/28/2025 00:47:18.037","33.097197670633569544","8232"
"10/28/2025 00:47:19.047","31.164259439053743961","8232"
"10/28/2025 00:47:20.055","31.014781799103730009","8232"
"10/28/2025 00:47:21.063","31.412010863667084948","8232"
"10/28/2025 00:47:22.072","28.771964248728799873","8232"
"10/28/2025 00:47:23.078","62.324630687493140613","8222"
"10/28/2025 00:47:24.080","32.165724667419304694","8220"
"10/28/2025 00:47:25.093","39.109206475865079256","8220"
"10/28/2025 00:47:26.107","31.412304074083241545","8231"
"10/28/2025 00:47:27.115","29.442136969715015482","8231"
"10/28/2025 00:47:28.125","31.179098696979391292","8231"
"10/28/2025 00:47:29.138","32.152172561450399257","8249"
"10/28/2025 00:47:30.147","40.380770212312590672","8248"
"10/28/2025 00:47:31.162","29.551869727431324009","8248"
"10/28/2025 00:47:32.207","53.280293628824757945","8143"
"10/28/2025 00:47:33.357","73.157313913428254182","8126"
"10/28/2025 00:47:34.358","34.063813324088464185","8126"
"10/28/2025 00:47:35.364","37.88399493173152166","8127"
"10/28/2025 00:47:36.380","51.184919464442380388","8141"
"10/28/2025 00:47:37.400","32.570009494142659889","8136"
"10/28/2025 00:47:38.421","27.694928487356619939","8137"
"10/28/2025 00:47:39.437","40.031506892723243141","8146"
"10/28/2025 00:47:40.456","31.353274121233610572","8143"
"10/28/2025 00:47:41.504","84.716338980100616141","8235"
"10/28/2025 00:47:42.556","82.55013654789175348","8233"
"10/28/2025 00:47:43.579","62.95621572601696414","8222"
"10/28/2025 00:47:44.581","55.186666855542497956","8224"
"10/28/2025 00:47:45.587","70.489718095918576068","8239"
"10/28/2025 00:47:46.598","38.563385503383749153","8236"
"10/28/2025 00:47:47.609","33.5138227916644027","8237"
"10/28/2025 00:47:48.627","31.340513909112878821","8238"
"10/28/2025 00:47:49.639","28.196282715688358422","8238"
"10/28/2025 00:47:50.646","33.266037356914935685","8238"
"10/28/2025 00:47:51.668","31.593076567038703928","8250"
"10/28/2025 00:47:52.674","59.239332054068597699","8249"
"10/28/2025 00:47:53.685","32.78737854880169067","8249"
"10/28/2025 00:47:54.691","29.337882478667310693","8249"
"10/28/2025 00:47:55.705","39.092988199767596313","8251"
"10/28/2025 00:47:56.708","28.337229295441545673","8251"
"10/28/2025 00:47:57.725","44.725549826010770005","8251"
"10/28/2025 00:47:58.743","53.157230896799987363","8252"
"10/28/2025 00:47:59.765","28.164960151422146595","8252"
"10/28/2025 00:48:00.773","36.855462660231872007","8251"
"10/28/2025 00:48:01.787","35.283554182827295165","8250"
"10/28/2025 00:48:02.803","63.085831544800853976","8238"
"10/28/2025 00:48:03.813","33.054690620502512388","8235"
"10/28/2025 00:48:04.824","32.814910323010337834","8235"
"10/28/2025 00:48:05.845","34.949468134606661351","8246"
"10/28/2025 00:48:06.850","29.59798939933903128","8246"
"10/28/2025 00:48:07.872","29.737001809681562037","8246"
"10/28/2025 00:48:08.888","29.972944131226675779","8246"
"10/28/2025 00:48:09.899","32.813495750328499412","8246"
"10/28/2025 00:48:10.901","27.101803162270233116","8246"
"10/28/2025 00:48:11.915","32.933224358919332531","8246"
"10/28/2025 00:48:12.932","58.934163488656679419","8245"
"10/28/2025 00:48:13.940","33.280285263957345876","8242"
"10/28/2025 00:48:14.953","36.784056309925631467","8241"
"10/28/2025 00:48:15.965","30.910482866616149522","8245"
"10/28/2025 00:48:16.966","28.614577334356848581","8245"
"10/28/2025 00:48:17.985","35.565567889001350466","8245"
"10/28/2025 00:48:19.002","38.710311985105327892","8245"
"10/28/2025 00:48:20.029","85.511167004182254914","8208"
"10/28/2025 00:48:21.036","42.994341117762772342","8204"
"10/28/2025 00:48:22.057","55.5990775778795836","8202"
"10/28/2025 00:48:23.068","85.707948561303808788","8196"
"10/28/2025 00:48:24.085","57.735511622728161285","8211"
"10/28/2025 00:48:25.098","39.828964665198242301","8199"
"10/28/2025 00:48:26.111","28.670815202612498496","8213"
"10/28/2025 00:48:27.123","34.756536391803017239","8206"
"10/28/2025 00:48:28.128","33.545744848709027508","8206"
"10/28/2025 00:48:29.144","34.672612211117062486","8225"
"10/28/2025 00:48:30.162","32.836014611936747087","8225"
"10/28/2025 00:48:31.177","29.609613311830194959","8225"
"10/28/2025 00:48:32.201","53.038416882014935538","8135"
"10/28/2025 00:48:33.373","71.685822415210438407","8101"
"10/28/2025 00:48:34.381","34.102053807952358966","8102"
"10/28/2025 00:48:35.402","39.156413881255744514","8102"
"10/28/2025 00:48:36.412","48.580379415338214244","8112"
"10/28/2025 00:48:37.426","32.577126964180237678","8113"
"10/28/2025 00:48:38.428","28.255309880663748601","8113"
"10/28/2025 00:48:39.430","31.756027382094142553","8114"
"10/28/2025 00:48:40.439","36.551063901856274185","8115"
"10/28/2025 00:48:41.500","61.321625227255005086","8207"
"10/28/2025 00:48:42.515","47.688743444722582865","8206"
"10/28/2025 00:48:43.523","74.029209235808068001","8204"
"10/28/2025 00:48:44.531","67.048808335868130825","8200"
"10/28/2025 00:48:45.555","47.734212235959063264","8204"
"10/28/2025 00:48:46.565","53.214224273011147659","8208"
"10/28/2025 00:48:47.571","66.235826562740456325","8205"
"10/28/2025 00:48:48.572","43.794475431590981884","8197"
"10/28/2025 00:48:49.584","31.267381784097857178","8197"
"10/28/2025 00:48:50.597","36.772320345549566412","8220"
"10/28/2025 00:48:51.613","33.101867640836346141","8220"
"10/28/2025 00:48:52.622","50.458035280616584828","8219"
"10/28/2025 00:48:53.638","35.403206540532380586","8219"
"10/28/2025 00:48:54.643","35.480685373598866761","8220"
"10/28/2025 00:48:55.648","44.81827223877722588","8220"
"10/28/2025 00:48:56.662","29.8714986920032608","8220"
"10/28/2025 00:48:57.678","41.183947522434550592","8220"
"10/28/2025 00:48:58.694","61.924001757298633208","8219"
"10/28/2025 00:48:59.702","30.25510487995546427","8219"
"10/28/2025 00:49:00.709","27.867332182619243497","8219"
"10/28/2025 00:49:01.713","34.58849008605712072","8219"
"10/28/2025 00:49:02.728","57.665413636803421582","8207"
"10/28/2025 00:49:03.743","39.978618352364193811","8202"
"10/28/2025 00:49:04.763","40.663075167942963617","8202"
"10/28/2025 00:49:05.777","51.634851345124758382","8210"
"10/28/2025 00:49:06.800","28.312796844803965968","8210"
"10/28/2025 00:49:07.815","31.13741559093094935","8210"
"10/28/2025 00:49:08.833","28.609973483318430709","8211"
"10/28/2025 00:49:09.850","32.030531520529216039","8211"
"10/28/2025 00:49:10.863","29.026666520523313864","8211"
"10/28/2025 00:49:11.878","32.662145256459510279","8211"
"10/28/2025 00:49:12.899","57.14062635619303876","8209"
"10/28/2025 00:49:13.902","33.800200694115332567","8208"
"10/28/2025 00:49:14.919","46.236712418835260507","8223"
"10/28/2025 00:49:15.921","43.858241310752866582","8228"
"10/28/2025 00:49:16.931","38.493665012023114969","8212"
"10/28/2025 00:49:17.938","32.487660420493291724","8213"
"10/28/2025 00:49:18.951","33.292130848588563197","8213"
"10/28/2025 00:49:19.961","32.743316683279118706","8213"
"10/28/2025 00:49:20.979","33.228870335881566689","8214"
"10/28/2025 00:49:21.998","30.580274124103222988","8218"
"10/28/2025 00:49:23.013","64.221639553118635035","8218"
"10/28/2025 00:49:24.031","33.236150543904052768","8215"
"10/28/2025 00:49:25.047","39.241244414132268048","8214"
"10/28/2025 00:49:26.054","34.466460926837804379","8219"
"10/28/2025 00:49:27.069","28.765274697630825784","8219"
"10/28/2025 00:49:28.086","26.248523987126727519","8219"
"10/28/2025 00:49:29.099","34.854486056979951059","8221"
"10/28/2025 00:49:30.117","37.445073239283303224","8219"
"10/28/2025 00:49:31.132","28.441894991087767863","8219"
"10/28/2025 00:49:32.177","43.546368553393634215","8142"
"10/28/2025 00:49:33.350","78.024260279020396069","8095"
"10/28/2025 00:49:34.370","32.946385157904579444","8096"
"10/28/2025 00:49:35.389","39.047336972079747852","8097"
"10/28/2025 00:49:36.408","58.241142842683672143","8122"
"10/28/2025 00:49:37.428","32.177520240862754974","8117"
"10/28/2025 00:49:38.447","27.969458167505745649","8118"
"10/28/2025 00:49:39.469","28.116597594975900165","8116"
"10/28/2025 00:49:40.473","31.175881473866130733","8117"
"10/28/2025 00:49:41.506","58.361609081367582519","8209"
"10/28/2025 00:49:42.528","49.18070935738549565","8209"
"10/28/2025 00:49:43.533","51.436966176429343989","8209"
"10/28/2025 00:49:44.538","45.564519942024404031","8208"
"10/28/2025 00:49:45.551","80.716822296206004239","8203"
"10/28/2025 00:49:46.569","60.884728897486105836","8208"
"10/28/2025 00:49:47.582","35.546175155020151237","8209"
"10/28/2025 00:49:48.596","53.410845209723859739","8216"
"10/28/2025 00:49:49.616","62.479335149255923909","8219"
"10/28/2025 00:49:50.638","39.975787962923817531","8213"
"10/28/2025 00:49:51.639","31.326989312282005784","8213"
"10/28/2025 00:49:52.654","48.033958319455194896","8212"
"10/28/2025 00:49:53.660","39.037401739171926351","8212"
"10/28/2025 00:49:54.672","35.18672149993481213","8210"
"10/28/2025 00:49:55.693","39.136517656272573618","8211"
"10/28/2025 00:49:56.705","30.496754093389032647","8214"
"10/28/2025 00:49:57.721","47.745312274997466773","8214"
"10/28/2025 00:49:58.726","56.473066827124348777","8214"
"10/28/2025 00:49:59.731","30.388226528461014908","8214"
"10/28/2025 00:50:00.739","29.516691835352382611","8214"
"10/28/2025 00:50:01.743","33.475898772264088166","8214"
"10/28/2025 00:50:02.760","55.818556806480202681","8212"
"10/28/2025 00:50:03.779","34.81032621121370596","8213"
"10/28/2025 00:50:04.788","32.634528011300403705","8212"
"10/28/2025 00:50:05.806","41.669735861898296037","8215"
"10/28/2025 00:50:06.813","31.333828909152217079","8216"
"10/28/2025 00:50:07.826","29.843457223640822207","8216"
"10/28/2025 00:50:08.839","28.300133015742911624","8217"
"10/28/2025 00:50:09.850","29.295238976944617093","8217"
"10/28/2025 00:50:10.866","31.947250832369000761","8217"
"10/28/2025 00:50:11.868","28.257315033883013911","8217"
"10/28/2025 00:50:12.881","58.36336927908993033","8214"
"10/28/2025 00:50:13.903","33.073699487611676773","8211"
"10/28/2025 00:50:14.906","34.216680635671259836","8211"
"10/28/2025 00:50:15.927","33.020294760407232104","8216"
"10/28/2025 00:50:16.969","39.255011218594518141","8216"
"10/28/2025 00:50:17.993","33.649874579654415641","8218"
"10/28/2025 00:50:18.994","28.975257639677288068","8218"
"10/28/2025 00:50:20.014","30.643029441568593541","8220"
"10/28/2025 00:50:21.020","32.473065228820871653","8221"
"10/28/2025 00:50:22.035","28.044604203300551148","8221"
"10/28/2025 00:50:23.057","62.545934277696787262","8220"
"10/28/2025 00:50:24.073","31.151464892617074298","8217"
"10/28/2025 00:50:25.090","33.912467499688439432","8213"
"10/28/2025 00:50:26.100","32.740880789058877554","8221"
"10/28/2025 00:50:27.116","31.153468400321180809","8222"
"10/28/2025 00:50:28.116","30.103607235162787248","8222"
"10/28/2025 00:50:29.132","31.144559941175089079","8222"
"10/28/2025 00:50:30.152","29.93769854509058348","8222"
"10/28/2025 00:50:31.157","28.908125349134895288","8222"
"10/28/2025 00:50:32.202","45.761043046625552222","8153"
"10/28/2025 00:50:33.426","75.425097486643295497","8119"
"10/28/2025 00:50:34.430","35.422580194760769245","8119"
"10/28/2025 00:50:35.433","64.187817569977383414","8114"
